Sampling Period,Sampling Location,Radionuclide,Result (pCi/m3),Counting Error (pCi/m3),Minimum Detectable Activity 95% (pCi/m3,Total Effective Dose Equivalent (millirem),NRC Effluent Air Conc. Limit (pCi/m3)
2016Q4,Eureka,Beryllium-7,0.0842,0.00629,0.0024,0.000140333,30000
2016Q4,Eureka,Potassium-40,-0.000333,0.00097,0.00023,0,600
2016Q4,Eureka,Niobium-95,0.0000809,0.000169,0.000397,0,2000
2016Q4,Eureka,Zirconium-95,-0.0000759,0.0000811,0.000246,0,400
2016Q4,Eureka,Ruthenium-103,0.0000439,0.000126,0.000289,0,900
2016Q4,Eureka,Ruthenium-106,-0.0000192,0.000216,0.000488,0,20
2016Q4,Eureka,Cesium-137,0.00000269,0.0000237,0.0000538,0,200
2016Q4,Eureka,Cerium-141,0.000605,0.000323,0.00073,0,800
2016Q4,Eureka,Cerium-144,0.0000276,0.000132,0.000293,0,20
2016Q4,"Richmond, CA",Beryllium-7,0.104,0.0081,0.00347,0.000173333,30000
2016Q4,"Richmond, CA",Potassium-40,-0.00114,0.00145,0.00345,0,600
2016Q4,"Richmond, CA",Niobium-95,0.000114,0.000268,0.000628,0,2000
2016Q4,"Richmond, CA",Zirconium-95,-0.000108,0.00022,0.000406,0,400
2016Q4,"Richmond, CA",Ruthenium-103,0.000023,0.000196,0.00045,0,900
2016Q4,"Richmond, CA",Ruthenium-106,-0.000195,0.000358,0.000791,0,20
2016Q4,"Richmond, CA",Cesium-137,-0.00000305,0.0000353,0.0000801,0,200
2016Q4,"Richmond, CA",Cerium-141,-0.000359,0.000404,0.000858,0,800
2016Q4,"Richmond, CA",Cerium-144,0.000121,0.000221,0.000494,0,20
2016Q4,Livermore,Beryllium-7,0.122,0.00921,0.00284,0.000203333,30000
2016Q4,Livermore,Potassium-40,-0.000223,0.00111,0.00261,0,600
2016Q4,Livermore,Niobium-95,0.000099,0.000224,0.000528,0,2000
2016Q4,Livermore,Zirconium-95,-0.000174,0.00017,0.000329,0,400
2016Q4,Livermore,Ruthenium-103,-0.0000353,0.000164,0.000371,0,900
2016Q4,Livermore,Ruthenium-106,-0.000271,0.00027,0.000577,0,20
2016Q4,Livermore,Cesium-137,0.00000586,0.0000256,0.0000589,0,200
2016Q4,Livermore,Cerium-141,0.000939,0.000544,0.00124,0,800
2016Q4,Livermore,Cerium-144,0.0000892,0.000166,0.000371,0,20
2016Q4,San Luis Obispo,Beryllium-7,0.114,0.00903,0.00381,0.00019,30000
2016Q4,San Luis Obispo,Potassium-40,-0.00208,0.00174,0.00425,0,600
2016Q4,San Luis Obispo,Niobium-95,0.0000395,0.000256,0.000598,0,2000
2016Q4,San Luis Obispo,Zirconium-95,-0.0000528,0.000212,0.000469,0,400
2016Q4,San Luis Obispo,Ruthenium-103,0.00015,0.000178,0.000425,0,900
2016Q4,San Luis Obispo,Ruthenium-106,0.000201,0.000387,0.00092,0,20
2016Q4,San Luis Obispo,Cesium-137,-0.00000305,0.0000358,0.0000815,0,200
2016Q4,San Luis Obispo,Cerium-141,-0.00014,0.000291,0.000629,0,800
2016Q4,San Luis Obispo,Cerium-144,0.0000901,0.000183,0.000413,0,20
2016Q4,Diablo Canyon,Beryllium-7,0.121,0.00934,0.00413,0.000201667,30000
2016Q4,Diablo Canyon,Potassium-40,-0.00218,0.00149,0.00358,0,600
2016Q4,Diablo Canyon,Niobium-95,0.00000551,0.000259,0.000596,0,2000
2016Q4,Diablo Canyon,Zirconium-95,-0.000157,0.000223,0.000389,0,400
2016Q4,Diablo Canyon,Ruthenium-103,0.0000551,0.000189,0.000437,0,900
2016Q4,Diablo Canyon,Ruthenium-106,-0.000304,0.000368,0.000787,0,20
2016Q4,Diablo Canyon,Cesium-137,-0.0000139,0.0000344,0.0000766,0,200
2016Q4,Diablo Canyon,Cerium-141,-0.0000972,0.0004,0.000866,0,800
2016Q4,Diablo Canyon,Cerium-144,-0.000118,0.000229,0.000492,0,20
2016Q4,Long Beach,Beryllium-7,0.192,0.0146,0.00658,0.00032,30000
2016Q4,Long Beach,Potassium-40,-0.00275,0.00188,0.00454,0,600
2016Q4,Long Beach,Niobium-95,-0.0000678,0.000511,0.00116,0,2000
2016Q4,Long Beach,Zirconium-95,-0.0000664,0.000336,0.00066,0,400
2016Q4,Long Beach,Ruthenium-103,-0.000303,0.000352,0.000762,0,900
2016Q4,Long Beach,Ruthenium-106,-0.000315,0.000469,0.00103,0,20
2016Q4,Long Beach,Cesium-137,0.0000281,0.0000442,0.000105,0,200
2016Q4,Long Beach,Cerium-141,0.00101,0.00104,0.00239,0,800
2016Q4,Long Beach,Cerium-144,0.0000402,0.000277,0.000613,0,20
2016Q4,San Onofre,Beryllium-7,0.174,0.0131,0.00311,0.00029,30000
2016Q4,San Onofre,Potassium-40,-0.000927,0.00128,0.00308,0,600
2016Q4,San Onofre,Niobium-95,0.0000728,0.000196,0.00047,0,2000
2016Q4,San Onofre,Zirconium-95,-0.0000873,0.000162,0.00036,0,400
2016Q4,San Onofre,Ruthenium-103,0.0000198,0.000143,0.00033,0,900
2016Q4,San Onofre,Ruthenium-106,-0.000225,0.000291,0.000631,0,20
2016Q4,San Onofre,Cesium-137,-0.0000145,0.0000284,0.0000621,0,200
2016Q4,San Onofre,Cerium-141,-0.000105,0.000237,0.000512,0,800
2016Q4,San Onofre,Cerium-144,-0.000172,0.000154,0.000318,0,20
2016Q4,San Diego,Beryllium-7,0.162,0.00969,0.00357,0.00027,30000
2016Q4,San Diego,Potassium-40,0.000681,0.00141,0.00328,0,600
2016Q4,San Diego,Niobium-95,0.00021,0.000272,0.000644,0,2000
2016Q4,San Diego,Zirconium-95,-0.00031,0.000232,0.000402,0,400
2016Q4,San Diego,Ruthenium-103,-0.0000685,0.000197,0.000441,0,900
2016Q4,San Diego,Ruthenium-106,-0.0000841,0.000355,0.000801,0,20
2016Q4,San Diego,Cesium-137,0.0000363,0.0000366,0.0000882,0,200
2016Q4,San Diego,Cerium-141,-0.000263,0.000434,0.000932,0,800
2016Q4,San Diego,Cerium-144,0.0000169,0.000244,0.000538,0,20
2017Q1,Eureka,Beryllium-7,0.0702,0.0043,0.00204,0.000117,30000
2017Q1,Eureka,Potassium-40,0.000914,0.00097,0.00224,0,600
2017Q1,Eureka,Niobium-95,0.0000146,0.000126,0.00029,0,2000
2017Q1,Eureka,Zirconium-95,-0.000145,0.000131,0.000231,0,400
2017Q1,Eureka,Ruthenium-103,0.0000432,0.0000967,0.000224,0,900
2017Q1,Eureka,Ruthenium-106,-0.000087,0.000239,0.000534,0,20
2017Q1,Eureka,Cesium-137,-0.0000187,0.0000246,0.000054,0,200
2017Q1,Eureka,Cerium-141,0.000235,0.00029,0.000671,0,800
2017Q1,Eureka,Cerium-144,0.0000402,0.000153,0.000338,0,20
2017Q1,"Richmond, CA",Beryllium-7,0.0802,0.00624,0.00286,0.000133667,30000
2017Q1,"Richmond, CA",Potassium-40,-0.00056,0.00147,0.00347,0,600
2017Q1,"Richmond, CA",Niobium-95,0.0000146,0.000173,0.0004,0,2000
2017Q1,"Richmond, CA",Zirconium-95,0.0000751,0.00017,0.000285,0,400
2017Q1,"Richmond, CA",Ruthenium-103,-0.0000194,0.000129,0.00029,0,900
2017Q1,"Richmond, CA",Ruthenium-106,0.0000685,0.000357,0.000822,0,20
2017Q1,"Richmond, CA",Cesium-137,-0.0000297,0.0000326,0.0000705,0,200
2017Q1,"Richmond, CA",Cerium-141,-0.000186,0.000247,0.000528,0,800
2017Q1,"Richmond, CA",Cerium-144,0.000109,0.00021,0.000468,0,20
2017Q1,Livermore,Beryllium-7,0.0862,0.0063,0.00174,0.000143667,30000
2017Q1,Livermore,Potassium-40,0.000417,0.000983,0.00229,0,600
2017Q1,Livermore,Niobium-95,0.0000719,0.000104,0.000249,0,2000
2017Q1,Livermore,Zirconium-95,0.0000408,0.000109,0.000192,0,400
2017Q1,Livermore,Ruthenium-103,0.000000265,0.0000858,0.000196,0,900
2017Q1,Livermore,Ruthenium-106,-0.000112,0.000218,0.000484,0,20
2017Q1,Livermore,Cesium-137,0.00000772,0.0000222,0.000052,0,200
2017Q1,Livermore,Cerium-141,0.000323,0.000214,0.000488,0,800
2017Q1,Livermore,Cerium-144,0.0000586,0.000133,0.000298,0,20
2017Q1,San Luis Obispo,Beryllium-7,0.0927,0.00689,0.00236,0.0001545,30000
2017Q1,San Luis Obispo,Potassium-40,0.000542,0.00128,0.00299,0,600
2017Q1,San Luis Obispo,Niobium-95,-0.0000145,0.000141,0.000323,0,2000
2017Q1,San Luis Obispo,Zirconium-95,0.000111,0.000146,0.000263,0,400
2017Q1,San Luis Obispo,Ruthenium-103,0.0000352,0.000118,0.00027,0,900
2017Q1,San Luis Obispo,Ruthenium-106,-0.000312,0.000291,0.000617,0,20
2017Q1,San Luis Obispo,Cesium-137,0.00000808,0.0000292,0.0000681,0,200
2017Q1,San Luis Obispo,Cerium-141,-0.0000405,0.000217,0.00047,0,800
2017Q1,San Luis Obispo,Cerium-144,0.0000145,0.000171,0.000377,0,20
2017Q1,Diablo Canyon,Beryllium-7,0.0968,0.00743,0.00299,0.000161333,30000
2017Q1,Diablo Canyon,Potassium-40,-0.000885,0.00143,0.00341,0,600
2017Q1,Diablo Canyon,Niobium-95,0.000055,0.00018,0.000421,0,2000
2017Q1,Diablo Canyon,Zirconium-95,0.00000414,0.000182,0.000315,0,400
2017Q1,Diablo Canyon,Ruthenium-103,0.0000236,0.00014,0.000321,0,900
2017Q1,Diablo Canyon,Ruthenium-106,-0.000173,0.000329,0.000723,0,20
2017Q1,Diablo Canyon,Cesium-137,0.00000148,0.0000339,0.0000773,0,200
2017Q1,Diablo Canyon,Cerium-141,-0.000234,0.000279,0.00059,0,800
2017Q1,Diablo Canyon,Cerium-144,0.000135,0.000211,0.000472,0,20
2017Q1,Long Beach,Beryllium-7,0.102,0.00826,0.00466,0.00017,30000
2017Q1,Long Beach,Potassium-40,-0.00247,0.00247,0.00591,0,600
2017Q1,Long Beach,Niobium-95,0.000122,0.000307,0.000715,0,2000
2017Q1,Long Beach,Zirconium-95,0.00013,0.000298,0.000522,0,400
2017Q1,Long Beach,Ruthenium-103,0.0000671,0.000227,0.000523,0,900
2017Q1,Long Beach,Ruthenium-106,0.000307,0.000519,0.00122,0,20
2017Q1,Long Beach,Cesium-137,0.0000181,0.0000514,0.00012,0,200
2017Q1,Long Beach,Cerium-141,-0.000649,0.000802,0.00189,0,800
2017Q1,Long Beach,Cerium-144,0.000063,0.000269,0.000599,0,20
2017Q1,San Onofre,Beryllium-7,0.124,0.00933,0.0023,0.000206667,30000
2017Q1,San Onofre,Potassium-40,-0.0017,0.0013,0.00319,0,600
2017Q1,San Onofre,Niobium-95,-0.0000103,0.000136,0.000315,0,2000
2017Q1,San Onofre,Zirconium-95,0.0000481,0.000127,0.000284,0,400
2017Q1,San Onofre,Ruthenium-103,0.0000476,0.0001,0.000234,0,900
2017Q1,San Onofre,Ruthenium-106,0.0000729,0.000286,0.000669,0,20
2017Q1,San Onofre,Cesium-137,0.00000779,0.0000275,0.0000646,0,200
2017Q1,San Onofre,Cerium-141,-0.0000637,0.000154,0.000335,0,800
2017Q1,San Onofre,Cerium-144,-0.0000456,0.000147,0.00032,0,20
2017Q1,San Diego,Beryllium-7,0.109,0.00658,0.00275,0.000181667,30000
2017Q1,San Diego,Potassium-40,0.00005,0.00141,0.00331,0,600
2017Q1,San Diego,Niobium-95,0.0000821,0.000179,0.000423,0,2000
2017Q1,San Diego,Zirconium-95,0.000114,0.000128,0.000318,0,400
2017Q1,San Diego,Ruthenium-103,-0.00000105,0.000141,0.000322,0,900
2017Q1,San Diego,Ruthenium-106,0.0000428,0.000349,0.000807,0,20
2017Q1,San Diego,Cesium-137,0.0000131,0.0000375,0.0000871,0,200
2017Q1,San Diego,Cerium-141,0.00029,0.000406,0.000942,0,800
2017Q1,San Diego,Cerium-144,0.000221,0.000228,0.000515,0,20
2017Q2,Eureka,Beryllium-7,0.0527,0.00416,0.00224,8.78E-05,30000
2017Q2,Eureka,Potassium-40,0.000548,0.000995,0.00231,0,600
2017Q2,Eureka,Niobium-95,0.0000262,0.000176,0.000407,0,2000
2017Q2,Eureka,Zirconium-95,0.0000822,0.00014,0.000283,0,400
2017Q2,Eureka,Ruthenium-103,-0.000035,0.000138,0.000309,0,900
2017Q2,Eureka,Ruthenium-106,-0.0000108,0.00023,0.000525,0,20
2017Q2,Eureka,Cesium-137,0.000005,0.0000218,0.0000505,0,200
2017Q2,Eureka,Cerium-141,0.000403,0.000335,0.000767,0,800
2017Q2,Eureka,Cerium-144,0.00006,0.000134,0.0003,0,20
2017Q2,"Richmond, CA",Beryllium-7,0.0614,0.00505,0.00375,0.000102333,30000
2017Q2,"Richmond, CA",Potassium-40,0.00529,0.00127,0.00267,0.000440833,600
2017Q2,"Richmond, CA",Niobium-95,0.0000694,0.000247,0.000578,0,2000
2017Q2,"Richmond, CA",Zirconium-95,-0.000422,0.000213,0.000371,0,400
2017Q2,"Richmond, CA",Ruthenium-103,0.0000441,0.000171,0.000391,0,900
2017Q2,"Richmond, CA",Ruthenium-106,-0.0000593,0.000334,0.000759,0,20
2017Q2,"Richmond, CA",Cesium-137,0.00000787,0.0000308,0.0000719,0,200
2017Q2,"Richmond, CA",Cerium-141,0.0000851,0.000368,0.000829,0,800
2017Q2,"Richmond, CA",Cerium-144,0.000124,0.000187,0.000427,0,20
2017Q2,Livermore,Beryllium-7,0.1,0.00771,0.00259,0.000166667,30000
2017Q2,Livermore,Potassium-40,0.000446,0.000962,0.00224,0,600
2017Q2,Livermore,Niobium-95,-0.000127,0.000178,0.000389,0,2000
2017Q2,Livermore,Zirconium-95,-0.0000616,0.000135,0.000256,0,400
2017Q2,Livermore,Ruthenium-103,-0.0000455,0.00013,0.00029,0,900
2017Q2,Livermore,Ruthenium-106,-0.0000723,0.00021,0.000467,0,20
2017Q2,Livermore,Cesium-137,-0.000009,0.0000189,0.0000421,0,200
2017Q2,Livermore,Cerium-141,0.0000796,0.000224,0.000502,0,800
2017Q2,Livermore,Cerium-144,-0.0000671,0.000111,0.000238,0,20
2017Q2,San Luis Obispo,Beryllium-7,0.0649,0.00573,0.0049,0.000108167,30000
2017Q2,San Luis Obispo,Potassium-40,0.00694,0.00217,0.00472,0.000578333,600
2017Q2,San Luis Obispo,Niobium-95,-0.0000887,0.000364,0.000824,0,2000
2017Q2,San Luis Obispo,Zirconium-95,0.0000291,0.000295,0.000552,0,400
2017Q2,San Luis Obispo,Ruthenium-103,0.0000173,0.000258,0.000587,0,900
2017Q2,San Luis Obispo,Ruthenium-106,0.000322,0.00046,0.00109,0,20
2017Q2,San Luis Obispo,Cesium-137,0.0000629,0.0000457,0.000112,0,200
2017Q2,San Luis Obispo,Cerium-141,-0.000463,0.000466,0.000991,0,800
2017Q2,San Luis Obispo,Cerium-144,0.0000105,0.000255,0.000562,0,20
2017Q2,Diablo Canyon,Beryllium-7,0.0751,0.00604,0.00303,0.000125167,30000
2017Q2,Diablo Canyon,Potassium-40,0.0005,0.00122,0.00284,0,600
2017Q2,Diablo Canyon,Niobium-95,-0.0000138,0.000197,0.000444,0,2000
2017Q2,Diablo Canyon,Zirconium-95,-0.0000277,0.000166,0.000281,0,400
2017Q2,Diablo Canyon,Ruthenium-103,-0.00000837,0.000149,0.000339,0,900
2017Q2,Diablo Canyon,Ruthenium-106,-0.0000619,0.00027,0.000613,0,20
2017Q2,Diablo Canyon,Cesium-137,-0.000000893,0.0000243,0.0000562,0,200
2017Q2,Diablo Canyon,Cerium-141,0.0000848,0.000247,0.000554,0,800
2017Q2,Diablo Canyon,Cerium-144,-0.0000701,0.000134,0.000288,0,20
2017Q2,Long Beach,Beryllium-7,0.101,0.00659,0.00444,0.000168333,30000
2017Q2,Long Beach,Potassium-40,0.00337,0.00152,0.0034,0,600
2017Q2,Long Beach,Niobium-95,0.000108,0.000306,0.000717,0,2000
2017Q2,Long Beach,Zirconium-95,0.0000317,0.000245,0.000476,0,400
2017Q2,Long Beach,Ruthenium-103,0.000154,0.000233,0.000545,0,900
2017Q2,Long Beach,Ruthenium-106,0.0000941,0.000397,0.00092,0,20
2017Q2,Long Beach,Cesium-137,0.0000291,0.0000347,0.0000836,0,200
2017Q2,Long Beach,Cerium-141,-0.000813,0.000502,0.00104,0,800
2017Q2,Long Beach,Cerium-144,-0.0000556,0.000255,0.000558,0,20
2017Q2,San Onofre,Beryllium-7,0.089,0.0073,0.00437,0.000148333,30000
2017Q2,San Onofre,Potassium-40,-0.00819,0.00177,0.00444,0,600
2017Q2,San Onofre,Niobium-95,0.000374,0.000321,0.000792,0,2000
2017Q2,San Onofre,Zirconium-95,-0.0000482,0.000253,0.00044,0,400
2017Q2,San Onofre,Ruthenium-103,0.00000411,0.000243,0.000557,0,900
2017Q2,San Onofre,Ruthenium-106,-0.000256,0.000422,0.000921,0,20
2017Q2,San Onofre,Cesium-137,0.0000188,0.0000386,0.0000911,0,200
2017Q2,San Onofre,Cerium-141,0.000428,0.000481,0.00108,0,800
2017Q2,San Onofre,Cerium-144,0.0000663,0.000243,0.000546,0,20
2017Q2,San Diego,Beryllium-7,0.0946,0.00739,0.00402,0.000157667,30000
2017Q2,San Diego,Potassium-40,0.000361,0.00155,0.00364,0,600
2017Q2,San Diego,Niobium-95,-0.000098,0.000285,0.000642,0,2000
2017Q2,San Diego,Zirconium-95,0.000121,0.00022,0.000391,0,400
2017Q2,San Diego,Ruthenium-103,-0.0000121,0.000216,0.000486,0,900
2017Q2,San Diego,Ruthenium-106,-0.000403,0.000394,0.000833,0,20
2017Q2,San Diego,Cesium-137,-0.00000103,0.0000364,0.0000822,0,200
2017Q2,San Diego,Cerium-141,0.0011,0.000523,0.00117,0,800
2017Q2,San Diego,Cerium-144,-0.0000848,0.000215,0.000467,0,20
2017Q3,Eureka,Beryllium-7,0.0458,0.00379,0.0027,7.63E-05,30000
2017Q3,Eureka,Potassium-40,0.002,0.00111,0.00248,0,600
2017Q3,Eureka,Niobium-95,-0.000000669,0.000211,0.000485,0,2000
2017Q3,Eureka,Zirconium-95,-0.000202,0.000161,0.000282,0,400
2017Q3,Eureka,Ruthenium-103,0.000116,0.00015,0.000356,0,900
2017Q3,Eureka,Ruthenium-106,0.0000129,0.000242,0.000558,0,20
2017Q3,Eureka,Cesium-137,0.0000108,0.000025,0.0000585,0,200
2017Q3,Eureka,Cerium-141,0.00081,0.000431,0.000973,0,800
2017Q3,Eureka,Cerium-144,-0.000106,0.000144,0.000308,0,20
2017Q3,"Richmond, CA",Beryllium-7,0.0516,0.00381,0.00359,0.000086,30000
2017Q3,"Richmond, CA",Potassium-40,0.00287,0.00134,0.00301,0,600
2017Q3,"Richmond, CA",Niobium-95,0.0000844,0.000297,0.000691,0,2000
2017Q3,"Richmond, CA",Zirconium-95,0.0000897,0.000191,0.000437,0,400
2017Q3,"Richmond, CA",Ruthenium-103,-0.0000378,0.000205,0.000462,0,900
2017Q3,"Richmond, CA",Ruthenium-106,0.000304,0.000347,0.000823,0,20
2017Q3,"Richmond, CA",Cesium-137,-0.00000187,0.000033,0.0000752,0,200
2017Q3,"Richmond, CA",Cerium-141,0.000875,0.000667,0.00153,0,800
2017Q3,"Richmond, CA",Cerium-144,0.000311,0.000228,0.000519,0,20
2017Q3,Livermore,Beryllium-7,0.118,0.00888,0.00212,0.000196667,30000
2017Q3,Livermore,Potassium-40,0.00177,0.000878,0.00195,0,600
2017Q3,Livermore,Niobium-95,-0.0000869,0.000157,0.000344,0,2000
2017Q3,Livermore,Zirconium-95,0.0000628,0.000114,0.000208,0,400
2017Q3,Livermore,Ruthenium-103,-0.0000556,0.00011,0.000243,0,900
2017Q3,Livermore,Ruthenium-106,-0.0001,0.000186,0.000408,0,20
2017Q3,Livermore,Cesium-137,-0.000000111,0.0000168,0.0000388,0,200
2017Q3,Livermore,Cerium-141,-0.0000746,0.000193,0.000421,0,800
2017Q3,Livermore,Cerium-144,-0.0000136,0.0000966,0.000212,0,20
2017Q3,San Luis Obispo,Beryllium-7,0.0799,0.00639,0.00295,0.000133167,30000
2017Q3,San Luis Obispo,Potassium-40,0.000928,0.00123,0.00285,0,600
2017Q3,San Luis Obispo,Niobium-95,0.0000989,0.000206,0.000493,0,2000
2017Q3,San Luis Obispo,Zirconium-95,0.000000449,0.000167,0.000293,0,400
2017Q3,San Luis Obispo,Ruthenium-103,-0.0000587,0.000168,0.000374,0,900
2017Q3,San Luis Obispo,Ruthenium-106,0.0000447,0.000271,0.000631,0,20
2017Q3,San Luis Obispo,Cesium-137,0.00000611,0.000025,0.0000586,0,200
2017Q3,San Luis Obispo,Cerium-141,0.000161,0.000266,0.000602,0,800
2017Q3,San Luis Obispo,Cerium-144,-0.00000185,0.000135,0.000293,0,20
2017Q3,Diablo Canyon,Beryllium-7,0.0777,0.00519,0.00374,0.0001295,30000
2017Q3,Diablo Canyon,Potassium-40,0.00361,0.00146,0.00323,0.000300833,600
2017Q3,Diablo Canyon,Niobium-95,-0.000056,0.000273,0.000614,0,2000
2017Q3,Diablo Canyon,Zirconium-95,-0.00022,0.000239,0.00042,0,400
2017Q3,Diablo Canyon,Ruthenium-103,-0.00000951,0.000204,0.000465,0,900
2017Q3,Diablo Canyon,Ruthenium-106,0.0000662,0.00038,0.000873,0,20
2017Q3,Diablo Canyon,Cesium-137,-0.00000123,0.0000354,0.0000808,0,200
2017Q3,Diablo Canyon,Cerium-141,-0.000349,0.000421,0.000887,0,800
2017Q3,Diablo Canyon,Cerium-144,-0.000134,0.000233,0.000501,0,20
2017Q3,Long Beach,Beryllium-7,0.0923,0.00744,0.00406,0.000153833,30000
2017Q3,Long Beach,Potassium-40,-0.00466,0.00165,0.00406,0,600
2017Q3,Long Beach,Niobium-95,0.000103,0.000298,0.000697,0,2000
2017Q3,Long Beach,Zirconium-95,0.0000964,0.000238,0.000462,0,400
2017Q3,Long Beach,Ruthenium-103,0.00000187,0.000227,0.000514,0,900
2017Q3,Long Beach,Ruthenium-106,-0.000184,0.000384,0.000853,0,20
2017Q3,Long Beach,Cesium-137,-0.00000575,0.0000376,0.0000855,0,200
2017Q3,Long Beach,Cerium-141,0.000695,0.000685,0.00158,0,800
2017Q3,Long Beach,Cerium-144,-0.0000945,0.000237,0.000516,0,20
2017Q3,San Onofre,Beryllium-7,0.0693,0.00566,0.00378,0.0001155,30000
2017Q3,San Onofre,Potassium-40,0.00167,0.0016,0.00367,0,600
2017Q3,San Onofre,Niobium-95,-0.0000893,0.000294,0.00066,0,2000
2017Q3,San Onofre,Zirconium-95,-0.0000487,0.000234,0.00041,0,400
2017Q3,San Onofre,Ruthenium-103,-0.000166,0.000227,0.000498,0,900
2017Q3,San Onofre,Ruthenium-106,-0.00051,0.000369,0.000763,0,20
2017Q3,San Onofre,Cesium-137,0.00000736,0.0000343,0.0000798,0,200
2017Q3,San Onofre,Cerium-141,-0.000222,0.000414,0.000883,0,800
2017Q3,San Onofre,Cerium-144,-0.000118,0.000209,0.000449,0,20
2017Q3,San Diego,Beryllium-7,0.108,0.00849,0.00335,0.00018,30000
2017Q3,San Diego,Potassium-40,0.00151,0.00143,0.00327,0,600
2017Q3,San Diego,Niobium-95,-0.000122,0.000226,0.000502,0,2000
2017Q3,San Diego,Zirconium-95,0.0000469,0.000185,0.00325,0,400
2017Q3,San Diego,Ruthenium-103,-0.0000698,0.000183,0.000409,0,900
2017Q3,San Diego,Ruthenium-106,0.0000766,0.000302,0.000707,0,20
2017Q3,San Diego,Cesium-137,0.0000015,0.0000295,0.0000683,0,200
2017Q3,San Diego,Cerium-141,0.000209,0.000304,0.000684,0,800
2017Q3,San Diego,Cerium-144,0.0000424,0.000153,0.000339,0,20
